gene_a	gene_b	weight	source
AC016757.3	PTPN11	0.3010	billmann_qgi
AC016757.3	SHROOM2	0.4380	billmann_qgi
AC018755.1	ANGPTL4	0.3730	billmann_qgi
AC018755.1	ATP5L	0.3670	billmann_qgi
AC018755.1	SLX1	0.3990	billmann_qgi
AC079612.1	SLC25A15	0.4380	billmann_qgi
AC079612.1	SLX1	0.3240	billmann_qgi
AC079612.1	PDCD5	0.3460	billmann_qgi
AC091801.1	ARID1A	0.5880	billmann_qgi
AC091801.1	BRD1	0.4460	billmann_qgi
AC091801.1	RICTOR	0.5490	billmann_qgi
AC091801.1	GSK3A	0.3680	billmann_qgi
AC093802.1	ATP5J	0.3410	billmann_qgi
AC093802.1	DLAT	0.3020	billmann_qgi
AC093802.1	GCLM	0.4240	billmann_qgi
AC093802.1	RER1	0.3360	billmann_qgi
AC093802.1	POLR2A	0.3060	billmann_qgi
AC093802.1	TAFAZZIN	0.4330	billmann_qgi
AC106876.2	ACTB	0.5030	billmann_qgi
AC106876.2	APOB	0.3570	billmann_qgi
AC106876.2	CCT3	0.5820	billmann_qgi
AC106876.2	RICTOR	0.4610	billmann_qgi
AC106876.2	SHMT1	0.5730	billmann_qgi
AC106876.2	TSC2	0.3880	billmann_qgi
AC106876.2	VDAC1	0.3760	billmann_qgi
AC106876.2	CDC42	0.4110	billmann_qgi
ACAA1	TET2	0.3950	billmann_qgi
ACAA1	TIMM8A	0.3590	billmann_qgi
ACAA1	KIAA0100	0.4080	billmann_qgi
ACAA1	LAMTOR4	0.3180	billmann_qgi
ACAA2	GSK3A	0.3610	billmann_qgi
ACAA2	PELO	0.3980	billmann_qgi
ACACA	ALG8	0.5290	billmann_qgi
ACACA	ATP5J	0.9940	billmann_qgi
ACACA	BCL2	0.5050	billmann_qgi
ACACA	C12orf49	0.9190	billmann_qgi
ACACA	C17orf53	0.4890	billmann_qgi
ACACA	CDKN2B	0.5850	billmann_qgi
ACACA	CLPX	0.3870	billmann_qgi
ACACA	COQ7	0.4660	billmann_qgi
ACACA	COQ9	0.4090	billmann_qgi
ACACA	DDX11	0.6890	billmann_qgi
ACACA	GSK3A	0.5830	billmann_qgi
ACACA	NAA30	0.3580	billmann_qgi
ACACA	NAA35	0.5130	billmann_qgi
ACACA	NAT6	0.3780	billmann_qgi
ACACA	NDUFA2	0.6250	billmann_qgi
ACACA	NRBP1	0.3980	billmann_qgi
ACACA	NSUN3	0.6350	billmann_qgi
ACACA	PGLS	0.4640	billmann_qgi
ACACA	PHGDH	0.6390	billmann_qgi
ACACA	PPOX	0.4320	billmann_qgi
ACACA	SHROOM2	0.5750	billmann_qgi
ACACA	TAPT1	0.5930	billmann_qgi
ACACA	C5orf34	0.7310	billmann_qgi
ACACA	FANCA	0.7920	billmann_qgi
ACACA	FANCG	0.4000	billmann_qgi
ACACA	LAMTOR4	0.3900	billmann_qgi
ACACA	LATS1	0.4870	billmann_qgi
ACACA	NAA35	0.6150	billmann_qgi
ACACA	NAA35	0.9730	billmann_qgi
ACACA	NGLY1	0.5880	billmann_qgi
ACACA	PDCD5	0.4490	billmann_qgi
ACACA	PELO	0.4690	billmann_qgi
ACACA	PTAR1	0.3810	billmann_qgi
ACACA	VPS52	0.8590	billmann_qgi
ACACB	RAB14	0.4500	billmann_qgi
ACAD10	PCSK9	0.4860	billmann_qgi
ACAD11	HGS	0.3840	billmann_qgi
ACAD11	NAT14	0.5160	billmann_qgi
ACAD11	PFN2	0.3580	billmann_qgi
ACAD11	WASL	0.4490	billmann_qgi
ACAD8	ALG9	0.4170	billmann_qgi
ACAD8	CCT3	0.3790	billmann_qgi
ACAD8	CDKN2B	0.4790	billmann_qgi
ACAD8	DLAT	0.4470	billmann_qgi
ACAD8	GSK3B	0.3420	billmann_qgi
ACAD8	HEATR5B	0.3600	billmann_qgi
ACAD8	NAA35	0.4520	billmann_qgi
ACAD8	RER1	0.3210	billmann_qgi
ACAD8	PTEN	0.4050	billmann_qgi
ACAD9	ATP5J	0.6140	billmann_qgi
ACAD9	ATP5L	1.0000	billmann_qgi
ACAD9	ATPAF2	0.5740	billmann_qgi
ACAD9	BCL2	0.7080	billmann_qgi
ACAD9	COQ9	0.3800	billmann_qgi
ACAD9	DDI2	0.3260	billmann_qgi
ACAD9	FLCN	0.7730	billmann_qgi
ACAD9	FOXRED1	0.6110	billmann_qgi
ACAD9	GANAB	0.3860	billmann_qgi
ACAD9	GFPT1	0.3000	billmann_qgi
ACAD9	GOT1	0.3370	billmann_qgi
ACAD9	HDAC2	0.3930	billmann_qgi
ACAD9	LAMTOR4	0.5630	billmann_qgi
ACAD9	LIG4	0.4300	billmann_qgi
ACAD9	NDUFA2	0.7250	billmann_qgi
ACAD9	NGLY1	0.4260	billmann_qgi
ACAD9	PC	0.8060	billmann_qgi
ACAD9	SLC25A32	0.3900	billmann_qgi
ACAD9	AKT1	0.3730	billmann_qgi
ACAD9	FANCG	0.4840	billmann_qgi
ACAD9	LAMTOR4	0.7430	billmann_qgi
ACAD9	NAA35	0.3200	billmann_qgi
ACAD9	NGLY1	0.5830	billmann_qgi
ACAD9	NGLY1	0.3620	billmann_qgi
ACAD9	PDCD5	0.4520	billmann_qgi
ACAD9	RHOA	0.3820	billmann_qgi
ACAD9	TAFAZZIN	0.3430	billmann_qgi
ACAD9	TSC22D2	0.4410	billmann_qgi
ACADL	ARID2	0.4870	billmann_qgi
ACADL	DNMT3B	0.4750	billmann_qgi
ACADL	FASN	0.3270	billmann_qgi
ACADL	SLC16A3	0.4460	billmann_qgi
ACADL	PIGT	0.4710	billmann_qgi
ACADM	ACTG1	0.3630	billmann_qgi
ACADM	AKT1	0.4910	billmann_qgi
ACADM	FANCG	0.3640	billmann_qgi
ACADM	POLR2A	0.6300	billmann_qgi
ACADM	SLC16A3	0.5100	billmann_qgi
ACADM	POLR2A	0.5650	billmann_qgi
ACADM	PTAR1	0.3300	billmann_qgi
ACADSB	FCHO2	0.5540	billmann_qgi
ACADSB	HDAC2	0.3670	billmann_qgi
ACADSB	KIAA0196	0.3190	billmann_qgi
ACADSB	UAP1L1	0.3020	billmann_qgi
ACADSB	PGLS	0.4480	billmann_qgi
ACADSB	PTAR1	0.4120	billmann_qgi
ACADVL	EMC6	0.5040	billmann_qgi
ACADVL	FLCN	0.4820	billmann_qgi
ACADVL	USP10	0.5150	billmann_qgi
ACAN	CPT2	0.3880	billmann_qgi
ACAN	PTAR1	0.5450	billmann_qgi
ACAN	VPS52	0.4000	billmann_qgi
ACAP1	ITGB1	0.4100	billmann_qgi
ACAP1	NGLY1	0.4470	billmann_qgi
ACAP2	ACTB	0.3650	billmann_qgi
ACAP2	PIGT	0.4510	billmann_qgi
ACAP3	LUZP1	0.5390	billmann_qgi
ACAP3	POLR2A	0.6330	billmann_qgi
ACAT1	EHMT2	0.3270	billmann_qgi
ACACA	ACAT2	0.5410	billmann_qgi
ACAT2	CDKN2A	0.3790	billmann_qgi
ACAT2	EXT2	0.4400	billmann_qgi
ACAT2	FASN	1.0000	billmann_qgi
ACAT2	FCHO2	0.4950	billmann_qgi
ACAT2	GSK3B	0.5980	billmann_qgi
ACAT2	LAMTOR4	0.5350	billmann_qgi
ACAT2	LDLR	1.0000	billmann_qgi
ACAT2	PIGA	0.5140	billmann_qgi
ACAT2	PIGO	0.4870	billmann_qgi
ACAT2	PSMC5	0.4540	billmann_qgi
ACAT2	RIC1	1.0000	billmann_qgi
ACAT2	SLC25A32	0.6210	billmann_qgi
ACAT2	TCP1	0.4830	billmann_qgi
ACAT2	TMEM126A	0.3690	billmann_qgi
ACAT2	UAP1L1	0.3190	billmann_qgi
ACAT2	VPS52	0.7240	billmann_qgi
ACAT2	ALG8	0.3620	billmann_qgi
ACAT2	ARL1	0.7840	billmann_qgi
ACAT2	FASN	0.6390	billmann_qgi
ACAT2	FASN	0.4470	billmann_qgi
ACAT2	FASN	0.5350	billmann_qgi
ACAT2	PDCD5	0.3910	billmann_qgi
ACAT2	PGLS	0.3400	billmann_qgi
ACAT2	RIC1	0.6790	billmann_qgi
ACAT2	TAFAZZIN	0.4470	billmann_qgi
ACAT2	TMEM126A	0.4180	billmann_qgi
ACAT2	VPS52	1.0000	billmann_qgi
ACAT2	VPS52	1.0000	billmann_qgi
ACAT2	VPS52	1.0000	billmann_qgi
ACAT2	VPS52	1.0000	billmann_qgi
ACBD3	BCL2	0.3840	billmann_qgi
ACBD3	HDAC3	0.5170	billmann_qgi
ACBD3	PTAR1	0.7410	billmann_qgi
ACBD3	PTAR1	0.8530	billmann_qgi
ACBD3	PTAR1	0.7890	billmann_qgi
ACBD4	BRD1	0.4780	billmann_qgi
ACBD4	NF2	0.3870	billmann_qgi
ACBD4	NGLY1	0.3080	billmann_qgi
ACBD4	PDK1	0.5590	billmann_qgi
ACBD4	SLC3A2	0.4270	billmann_qgi
ACBD4	SP1	0.3520	billmann_qgi
ACBD4	UAP1L1	0.4600	billmann_qgi
ACBD4	USP14	0.4740	billmann_qgi
ACBD4	FANCG	0.3270	billmann_qgi
ACBD4	NAA35	0.4400	billmann_qgi
ACBD5	NDUFA2	0.4060	billmann_qgi
ACBD5	PDK1	0.4710	billmann_qgi
ACBD5	RIC1	0.3520	billmann_qgi
ACBD5	PDCD5	0.4320	billmann_qgi
ACBD6	ANGPTL4	0.3390	billmann_qgi
ACBD6	MPV17	0.4770	billmann_qgi
ACBD6	NAA35	0.6010	billmann_qgi
ACBD6	PC	0.3220	billmann_qgi
ACBD7	CCDC101	0.4130	billmann_qgi
ACBD7	CDKN2B	0.5420	billmann_qgi
ACBD7	AKT1	0.5240	billmann_qgi
ACCS	SP1	0.3140	billmann_qgi
ACCS	TSC22D2	0.4730	billmann_qgi
ACCS	UAP1L1	0.3580	billmann_qgi
ACCS	USP14	0.3420	billmann_qgi
ACCS	WDR73	0.4420	billmann_qgi
ACCS	VPS52	0.4180	billmann_qgi
ACD	APOB	0.6830	billmann_qgi
ACD	ATG9A	0.3440	billmann_qgi
ACD	CCDC101	0.5810	billmann_qgi
ACD	EMC6	0.4250	billmann_qgi
ACD	NAA35	0.5440	billmann_qgi
ACD	NAT6	0.3460	billmann_qgi
ACD	POLR2A	0.4360	billmann_qgi
ACD	RPS6KB1	0.7550	billmann_qgi
ACD	FASN	0.3210	billmann_qgi
ACD	KIAA0100	0.4020	billmann_qgi
ACD	NAA35	0.6820	billmann_qgi
ACE2	NF2	0.5170	billmann_qgi
ACE2	PPOX	0.4120	billmann_qgi
ACE2	VPS52	0.4360	billmann_qgi
ACE2	PTAR1	0.6530	billmann_qgi
ACE2	TMEM209	0.4070	billmann_qgi
ACE2	WNK1	0.3930	billmann_qgi
ACACA	ACER1	0.4970	billmann_qgi
ACER1	FCHO2	0.4260	billmann_qgi
ACER1	SP1	0.4730	billmann_qgi
ACER2	KIAA0100	0.4350	billmann_qgi
ACER2	NAA30	0.5480	billmann_qgi
ACER2	NRBP1	0.3940	billmann_qgi
ACER2	PELO	0.5940	billmann_qgi
ACER2	WNK1	0.4840	billmann_qgi
ACER2	PTAR1	0.5400	billmann_qgi
ACER3	APOB	0.3020	billmann_qgi
ACER3	RER1	0.3620	billmann_qgi
ACER3	C5orf34	0.4030	billmann_qgi
ACE	PDCD5	0.4180	billmann_qgi
ACE	TSC22D2	0.4320	billmann_qgi
ACE	PELO	0.3200	billmann_qgi
ACHE	FANCG	0.3570	billmann_qgi
ACHE	SLC25A32	0.3490	billmann_qgi
ACIN1	ATG9A	0.6140	billmann_qgi
ACIN1	ATRX	0.4360	billmann_qgi
ACIN1	CCT3	0.4280	billmann_qgi
ACIN1	FASN	0.4180	billmann_qgi
ACIN1	GFPT1	0.3060	billmann_qgi
ACIN1	GSK3A	0.4010	billmann_qgi
ACIN1	GSK3B	0.4130	billmann_qgi
ACIN1	NAA35	0.5930	billmann_qgi
ACIN1	NDUFA2	0.5220	billmann_qgi
ACIN1	POLR2A	0.4770	billmann_qgi
ACIN1	SLC25A32	0.3520	billmann_qgi
ACKR2	CCDC101	0.3310	billmann_qgi
ACKR2	PELO	0.3570	billmann_qgi
ACKR3	DIAPH1	0.4110	billmann_qgi
ACKR3	EXO1	0.4450	billmann_qgi
ACKR3	FLCN	0.4530	billmann_qgi
ACKR3	LAMTOR4	0.4230	billmann_qgi
ACKR3	PGLS	0.3440	billmann_qgi
ACKR4	NAA38	0.3260	billmann_qgi
ACKR4	NGLY1	0.4450	billmann_qgi
ACLY	ALG12	0.6520	billmann_qgi
ACLY	ARF1	0.4230	billmann_qgi
ACLY	ARID2	0.5710	billmann_qgi
ACLY	BAD	0.6300	billmann_qgi
ACLY	C1orf112	0.4060	billmann_qgi
ACLY	C5orf34	0.3720	billmann_qgi
ACLY	CCT3	0.4650	billmann_qgi
ACLY	DDX11	0.4320	billmann_qgi
ACLY	GFPT1	0.6050	billmann_qgi
ACLY	HGS	0.3690	billmann_qgi
ACLY	LRP5	0.5410	billmann_qgi
ACLY	MGAT1	0.3820	billmann_qgi
ACLY	PDCD10	0.5760	billmann_qgi
ACLY	PELO	0.5160	billmann_qgi
ACLY	ROCK2	0.4430	billmann_qgi
ACLY	SLC25A32	0.4400	billmann_qgi
ACLY	STAG2	0.4290	billmann_qgi
ACLY	TSC2	0.4920	billmann_qgi
ACLY	USP7	0.5160	billmann_qgi
ACLY	WASL	0.3840	billmann_qgi
ACLY	ATG9A	0.6720	billmann_qgi
ACLY	CDC42	0.5350	billmann_qgi
ACLY	HEATR5B	0.5390	billmann_qgi
ACLY	NAA35	0.5050	billmann_qgi
ACLY	NGLY1	0.6740	billmann_qgi
ACLY	PDCD5	0.5790	billmann_qgi
ACLY	PELO	0.3970	billmann_qgi
ACLY	PELO	0.6080	billmann_qgi
ACLY	PELO	0.7430	billmann_qgi
ACLY	PTAR1	0.5150	billmann_qgi
ACLY	RIC1	0.5840	billmann_qgi
ACLY	TAFAZZIN	0.4400	billmann_qgi
ACMSD	CDC42	0.4870	billmann_qgi
ACN9	PDCD5	0.3390	billmann_qgi
ACN9	TP53BP1	0.6640	billmann_qgi
ACO1	ACO2	0.5940	billmann_qgi
ACO1	BIRC6	0.3780	billmann_qgi
ACO1	PIGA	0.3900	billmann_qgi
ACO1	FASN	0.3670	billmann_qgi
ACO1	RHOA	0.3830	billmann_qgi
ACO2	ADAR	0.7600	billmann_qgi
ACO2	ALG3	0.5720	billmann_qgi
ACO2	ALG9	0.3240	billmann_qgi
ACO2	ANGPTL4	0.7480	billmann_qgi
ACO2	ANTXR1	0.7340	billmann_qgi
ACO2	APOE	0.6980	billmann_qgi
ACO2	ATG5	0.5900	billmann_qgi
ACO2	ATG9A	0.5510	billmann_qgi
ACO2	ATP5J	0.7100	billmann_qgi
ACO2	ATP5L	0.5740	billmann_qgi
ACO2	ATPAF2	0.7950	billmann_qgi
ACO2	BCL2	1.0000	billmann_qgi
ACO2	C17orf53	0.5140	billmann_qgi
ACO2	CCT3	0.3470	billmann_qgi
ACO2	CDC42	0.5350	billmann_qgi
ACO2	CDKN2B	1.0000	billmann_qgi
ACO2	DDI2	0.3870	billmann_qgi
ACO2	DDX11	0.3840	billmann_qgi
ACO2	DLAT	0.5470	billmann_qgi
ACO2	DNAJA1	0.9710	billmann_qgi
ACO2	DNMT3A	1.0000	billmann_qgi
ACO2	EMC2	0.6190	billmann_qgi
ACO2	EMC6	1.0000	billmann_qgi
ACO2	EXO1	0.7080	billmann_qgi
ACO2	FANCA	0.4750	billmann_qgi
ACO2	FASTKD3	0.7030	billmann_qgi
ACO2	FCHO2	0.7280	billmann_qgi
ACO2	FITM2	0.3190	billmann_qgi
ACO2	FOXRED1	0.5530	billmann_qgi
ACO2	GSK3A	0.6170	billmann_qgi
ACO2	GSK3B	0.8050	billmann_qgi
ACO2	ITGAV	0.9450	billmann_qgi
ACO2	KDM5C	0.9530	billmann_qgi
ACO2	LATS1	0.4620	billmann_qgi
ACO2	LRP5	1.0000	billmann_qgi
ACO2	MUS81	0.5920	billmann_qgi
ACO2	NDUFA2	0.6820	billmann_qgi
ACO2	NRBP1	0.7930	billmann_qgi
ACO2	PC	1.0000	billmann_qgi
ACO2	PGP	0.8350	billmann_qgi
ACO2	PIGA	0.6660	billmann_qgi
ACO2	PTEN	0.7480	billmann_qgi
ACO2	RAB14	0.6710	billmann_qgi
ACO2	ROCK2	0.5540	billmann_qgi
ACO2	SLX1	1.0000	billmann_qgi
ACO2	TAPT1	0.6620	billmann_qgi
ACO2	TAFAZZIN	0.9370	billmann_qgi
ACO2	TCP1	0.5430	billmann_qgi
ACO2	TMEM209	0.4960	billmann_qgi
ACO2	UBE2H	0.5090	billmann_qgi
ACO2	USP15	0.4500	billmann_qgi
ACO2	VDAC1	1.0000	billmann_qgi
ACO2	VPS52	0.3620	billmann_qgi
ACO2	VPS54	0.5850	billmann_qgi
ACO2	WNK1	0.5690	billmann_qgi
ACO2	XKR8	0.7720	billmann_qgi
ACO2	CDC42	0.9640	billmann_qgi
ACO2	DNAJA1	0.8390	billmann_qgi
ACO2	EMC6	1.0000	billmann_qgi
ACO2	FASN	0.4150	billmann_qgi
ACO2	FASN	0.3990	billmann_qgi
ACO2	GSK3A	0.5650	billmann_qgi
ACO2	KIAA0100	1.0000	billmann_qgi
ACO2	LAMTOR4	1.0000	billmann_qgi
ACO2	LATS1	0.6800	billmann_qgi
ACO2	PIGT	0.6960	billmann_qgi
ACO2	PTAR1	0.6030	billmann_qgi
ACO2	PTAR1	1.0000	billmann_qgi
ACO2	PTEN	0.9620	billmann_qgi
ACO2	VPS52	0.4050	billmann_qgi
ACO2	VPS52	0.3270	billmann_qgi
ACOT11	CDC42	0.4310	billmann_qgi
ACOT11	VPS52	0.3580	billmann_qgi
ACOT11	WASL	0.7700	billmann_qgi
ACOT12	ITGB1	0.3960	billmann_qgi
ACOT12	NAA35	0.4720	billmann_qgi
ACOT12	RHOA	0.4030	billmann_qgi
ACOT13	SLC3A2	0.4330	billmann_qgi
ACOT2	GNPTG	0.5240	billmann_qgi
ACOT2	NAA35	0.4710	billmann_qgi
ACOT2	RIC1	0.4440	billmann_qgi
ACOT2	TP53BP1	0.4900	billmann_qgi
ACOT4	ARID2	0.4540	billmann_qgi
ACOT4	ATG5	0.4630	billmann_qgi
ACOT4	PBRM1	0.6550	billmann_qgi
ACOT4	PDCD5	0.3340	billmann_qgi
ACOT4	RIC1	0.3420	billmann_qgi
ACOT4	SLX1	0.4950	billmann_qgi
ACOT4	FANCA	0.4030	billmann_qgi
ACOT4	LATS1	0.4520	billmann_qgi
ACOT7	DDX11	0.4780	billmann_qgi
ACOT7	EMC2	0.3960	billmann_qgi
ACOT7	EMC6	0.4590	billmann_qgi
ACOT7	KEAP1	0.3450	billmann_qgi
ACOT7	NF2	0.3900	billmann_qgi
ACOT7	TMEM126A	0.4660	billmann_qgi
ACOT7	EXO1	0.3800	billmann_qgi
ACOT7	LAMTOR4	0.4030	billmann_qgi
ACOT7	RGP1	0.3820	billmann_qgi
ACOT8	DLAT	0.5580	billmann_qgi
ACOT8	PDCD5	0.4500	billmann_qgi
ACOT8	PGLS	0.4190	billmann_qgi
ACOT8	FASN	0.3560	billmann_qgi
ACOT9	ATG5	0.3950	billmann_qgi
ACOT9	NAT14	0.3710	billmann_qgi
ACOT9	USP14	0.3680	billmann_qgi
ACOX1	ATPAF2	0.3900	billmann_qgi
ACOX1	CCDC101	0.3620	billmann_qgi
ACOX1	CDKN2B	0.6380	billmann_qgi
ACOX1	EHMT2	0.4590	billmann_qgi
ACOX1	FASN	0.3260	billmann_qgi
ACOX1	FASN	0.4840	billmann_qgi
ACOX1	PTAR1	0.4550	billmann_qgi
ACOX1	WNK1	0.4290	billmann_qgi
ACOX2	MGAT1	0.5440	billmann_qgi
ACOX2	PTAR1	0.4080	billmann_qgi
ACOX3	PREPL	0.5510	billmann_qgi
ACOX3	SLC25A32	0.3320	billmann_qgi
ACOX3	POLR2A	0.4650	billmann_qgi
ACOXL	ATP5J	0.3470	billmann_qgi
ACOXL	ATPAF2	0.3650	billmann_qgi
ACOXL	RAB14	0.3790	billmann_qgi
ACOXL	NGLY1	0.3190	billmann_qgi
ACOXL	TAFAZZIN	0.4870	billmann_qgi
ACP1	C17orf53	0.5350	billmann_qgi
ACP1	NAA35	0.4030	billmann_qgi
ACP1	RHOA	0.3310	billmann_qgi
ACP2	APOB	0.5240	billmann_qgi
ACP2	BCL2	0.4580	billmann_qgi
ACP2	LUZP1	0.4700	billmann_qgi
ACP2	TMEM126A	0.5980	billmann_qgi
ACP2	C1orf112	0.4990	billmann_qgi
ACP5	SLC25A32	0.4730	billmann_qgi
ACP6	CDC42	0.4620	billmann_qgi
ACP6	GSK3A	0.4170	billmann_qgi
ACP6	HDAC3	0.4750	billmann_qgi
ACP6	PDCD5	0.3840	billmann_qgi
ACPP	RPS6KB1	0.4760	billmann_qgi
ACPT	CDKN2B	0.3990	billmann_qgi
ACPT	NAA38	0.7380	billmann_qgi
ACPT	KIAA0100	0.6080	billmann_qgi
ACRBP	APOB	0.4700	billmann_qgi
ACRBP	NAA38	0.5320	billmann_qgi
ACRBP	SLC25A32	0.3760	billmann_qgi
ACRC	EMC6	0.7020	billmann_qgi
ACRV1	CPT2	0.5370	billmann_qgi
ACRV1	EIF4H	0.5840	billmann_qgi
ACRV1	SLC25A32	0.3040	billmann_qgi
ACR	CRIPT	0.5460	billmann_qgi
ACR	KAT7	0.3780	billmann_qgi
ACR	KEAP1	0.5990	billmann_qgi
ACR	FANCG	0.3780	billmann_qgi
ACR	FANCG	0.6490	billmann_qgi
ACR	NAA38	0.4070	billmann_qgi
ACSBG1	APOB	0.3620	billmann_qgi
ACSBG1	EMC2	0.3120	billmann_qgi
ACSBG1	NAA35	0.4170	billmann_qgi
ACSBG1	SMARCC1	0.3910	billmann_qgi
ACSBG1	TP53BP1	0.4580	billmann_qgi
ACSF2	NAA30	0.4700	billmann_qgi
ACSF2	TSC2	0.4060	billmann_qgi
ACSF2	FASN	0.3580	billmann_qgi
ACSF3	ALG12	0.5800	billmann_qgi
ACSF3	ATP5J	1.0000	billmann_qgi
ACSF3	ATP5L	1.0000	billmann_qgi
ACSF3	ATPAF2	0.7420	billmann_qgi
ACSF3	BIRC6	0.5970	billmann_qgi
ACSF3	BLM	0.4680	billmann_qgi
ACSF3	CCDC101	0.4740	billmann_qgi
ACSF3	COQ9	0.7250	billmann_qgi
ACSF3	FOXRED1	0.4490	billmann_qgi
ACSF3	MPV17	0.3220	billmann_qgi
ACSF3	NSUN3	0.8440	billmann_qgi
ACSF3	PC	0.8650	billmann_qgi
ACSF3	PFN2	0.7740	billmann_qgi
ACSF3	POLR2A	0.4640	billmann_qgi
ACSF3	PTPN11	0.7250	billmann_qgi
ACSF3	SLC3A2	0.4490	billmann_qgi
ACSF3	TMEM126A	0.5380	billmann_qgi
ACSF3	TSC2	0.7110	billmann_qgi
ACSF3	CDC42	0.6030	billmann_qgi
ACSF3	NGLY1	0.8960	billmann_qgi
ACSF3	PDCD5	0.4420	billmann_qgi
ACSF3	PDCD5	0.4060	billmann_qgi
ACSF3	POLR2A	0.5390	billmann_qgi
ACSF3	PTAR1	0.7210	billmann_qgi
ACSF3	WNK1	0.4770	billmann_qgi
ACSL1	C17orf53	0.4360	billmann_qgi
ACSL1	CDKN2B	0.7050	billmann_qgi
ACSL1	FASN	0.8680	billmann_qgi
ACSL1	NF2	0.4840	billmann_qgi
ACSL1	PPOX	0.5230	billmann_qgi
ACSL1	TAPT1	0.6020	billmann_qgi
ACSL1	FANCA	0.4400	billmann_qgi
ACSL1	FASN	1.0000	billmann_qgi
ACSL1	FASN	1.0000	billmann_qgi
ACSL3	BIRC6	0.3150	billmann_qgi
ACSL3	FASN	1.0000	billmann_qgi
ACSL3	NF2	0.5130	billmann_qgi
ACSL3	PGLS	0.4600	billmann_qgi
ACSL3	PPOX	0.4520	billmann_qgi
ACSL3	RER1	0.3940	billmann_qgi
ACSL3	STAG2	0.4220	billmann_qgi
ACSL3	C5orf34	0.5480	billmann_qgi
ACSL3	EMC6	0.4660	billmann_qgi
ACSL3	FASN	1.0000	billmann_qgi
ACSL3	FASN	0.9600	billmann_qgi
ACSL3	PTAR1	0.3170	billmann_qgi
ACSL4	ANGPTL4	0.4830	billmann_qgi
ACSL4	FASN	0.4480	billmann_qgi
ACSL4	HDAC2	0.3000	billmann_qgi
ACSL4	PDCD10	0.3800	billmann_qgi
ACSL4	VPS52	0.7020	billmann_qgi
ACSL4	TAFAZZIN	0.5170	billmann_qgi
ACSL6	TP53BP1	0.5070	billmann_qgi
ACSM1	LDLR	0.4270	billmann_qgi
ACSM1	EMC6	0.4680	billmann_qgi
ACSM1	FASN	0.4090	billmann_qgi
ACSM2B	DNAJA1	0.3630	billmann_qgi
ACSM2B	LATS1	0.4070	billmann_qgi
ACSM3	USP14	0.3310	billmann_qgi
ACSM3	HEATR5B	0.6150	billmann_qgi
ACSM4	ATG9A	0.4630	billmann_qgi
ACSM4	CDKN2B	0.3160	billmann_qgi
ACSM4	SLX1	0.5900	billmann_qgi
ACSM4	GSK3A	0.4280	billmann_qgi
ACSM4	PTAR1	0.4660	billmann_qgi
ACSM5	RGP1	0.4560	billmann_qgi
ACSS1	BCL2	0.3290	billmann_qgi
ACSS1	DDX11	0.4040	billmann_qgi
ACSS1	PQLC1	0.4490	billmann_qgi
ACSS1	PSMC5	0.5150	billmann_qgi
ACSS1	FANCA	0.5450	billmann_qgi
ACSS1	HEATR5B	0.4560	billmann_qgi
ACSS2	ADAR	0.3920	billmann_qgi
ACSS2	FOXRED1	0.5080	billmann_qgi
ACSS2	PIGO	0.3390	billmann_qgi
ACSS3	ACTG1	0.4140	billmann_qgi
ACSS3	NAA30	0.5560	billmann_qgi
ACTA1	ACTB	0.4070	billmann_qgi
ACTA1	TAPT1	0.4180	billmann_qgi
ACTA1	FANCG	0.5380	billmann_qgi
ACTA2	MGAT1	0.5380	billmann_qgi
ACTA2	VPS54	0.5540	billmann_qgi
ACTBL2	GSK3B	0.6400	billmann_qgi
ACTBL2	PIGA	0.3270	billmann_qgi
ACTBL2	POLR2A	0.3340	billmann_qgi
ACTBL2	RAB14	0.4030	billmann_qgi
ACTBL2	EMC6	0.3310	billmann_qgi
ACTBL2	RICTOR	0.4030	billmann_qgi
ACTB	ACTG1	0.4920	billmann_qgi
ACTB	ADAR	0.8230	billmann_qgi
ACTB	ARF1	0.3730	billmann_qgi
ACTB	ATG5	0.3330	billmann_qgi
ACTB	C1orf112	0.8390	billmann_qgi
ACTB	CCDC101	0.4250	billmann_qgi
ACTB	CCT3	0.4000	billmann_qgi
ACTB	COQ9	0.5730	billmann_qgi
ACTB	EIF4H	0.3120	billmann_qgi
ACTB	EMC2	0.4640	billmann_qgi
ACTB	FANCG	0.6510	billmann_qgi
ACTB	FLCN	0.3740	billmann_qgi
ACTB	FOXRED1	0.5490	billmann_qgi
ACTB	GCLM	0.4510	billmann_qgi
ACTB	GOT1	0.4270	billmann_qgi
ACTB	GSK3A	0.7940	billmann_qgi
ACTB	GSK3B	0.7860	billmann_qgi
ACTB	KEAP1	0.7690	billmann_qgi
ACTB	LATS1	0.6070	billmann_qgi
ACTB	LRP5	0.4640	billmann_qgi
ACTB	MGAT1	0.3730	billmann_qgi
ACTB	NAT6	0.5290	billmann_qgi
ACTB	NF2	0.4590	billmann_qgi
ACTB	NGLY1	0.3790	billmann_qgi
ACTB	PC	0.9490	billmann_qgi
ACTB	PDCD5	0.9230	billmann_qgi
ACTB	PELO	0.5310	billmann_qgi
ACTB	PIGO	0.5140	billmann_qgi
ACTB	PIK3CA	0.6700	billmann_qgi
ACTB	QPCTL	0.4720	billmann_qgi
ACTB	RHOA	0.8810	billmann_qgi
ACTB	RIC1	0.3940	billmann_qgi
